Feature	Gain	Cover	Frequency
ttarjeta_debito__min	0.000206824603354307	NA	0.000926640926640927
mplazo_fijo_pesos__max	0.000202807356716171	NA	0.000733590733590734
mcheques_emitidos	0.000202786752044329	NA	0.000772200772200772
ccomisiones_mantenimiento__min	0.000202332727579893	NA	0.000733590733590734
ctarjeta_visa_descuentos__max	0.000201926133429513	NA	0.000849420849420849
mfondos_comunes_inversion_dolares__max	0.000201075009726617	NA	0.000694980694980695
ccajeros_ajenos_transacciones__min	0.00020096780963321	NA	0.000656370656370656
tpaquete7__max	0.000198833112627433	NA	0.000579150579150579
tcajas_otras__tend	0.00019786896905099	NA	0.000656370656370656
tcuentas__max	0.000196104432620439	NA	0.000540540540540541
tseguro_vida_mercado_abierto	0.000196067048109807	NA	0.000656370656370656
ttitulos	0.000194843212032556	NA	0.000501930501930502
mtransferencias_emitidas__min	0.000192806577382198	NA	0.000501930501930502
Visa_tadelantosefectivo	0.000191606703595158	NA	0.000347490347490347
Visa_madelantodolares	0.000191234091862237	NA	0.000347490347490347
ccheques_emitidos__tend	0.000190415734855772	NA	0.000772200772200772
ccajeros_propios_descuentos__max	0.000188847730745334	NA	0.000733590733590734
mplazo_fijo_dolares__min	0.000186572898220571	NA	0.000810810810810811
internet__min	0.000181397108183904	NA	0.000154440154440154
Visa_madelantodolares__max	0.00018115960494173	NA	0.000501930501930502
mdescubierto_preacordado__max	0.000180165522945372	NA	0.000347490347490347
mpagodeservicios	0.0001755216529272	NA	0.000656370656370656
mcheques_depositados__tend	0.000175451270405313	NA	0.000656370656370656
mprestamos_prendarios__tend	0.000174163710188526	NA	0.000849420849420849
Master_mpagosdolares__tend	0.000173913343182734	NA	0.000424710424710425
Master_mpagado__min	0.000172048071323557	NA	0.000579150579150579
cprestamos_hipotecarios__min	0.000171195629653435	NA	0.000656370656370656
mfondos_comunes_inversion_pesos__max	0.000170593445406858	NA	0.000772200772200772
cliente_edad__tend	0.000168258835537441	NA	0.000501930501930502
mtitulos__max	0.000167524897667468	NA	0.000733590733590734
Visa_tadelantosefectivo__max	0.000166315250886363	NA	0.000617760617760618
mtarjeta_visa_descuentos	0.000165485571603779	NA	0.000772200772200772
Visa_fultimo_cierre__min	0.000158599231586771	NA	0.000617760617760618
mcambio_monedas_compra	0.000154552028647098	NA	0.000540540540540541
Master_mconsumosdolares	0.000152740057775962	NA	0.000386100386100386
tcajas_depositos	0.00015168695725762	NA	0.000772200772200772
Master_msaldodolares__min	0.00015029702796558	NA	0.000501930501930502
tseguro_vida_mercado_abierto__max	0.000150222799519497	NA	0.000579150579150579
mtarjeta_master_descuentos__max	0.000147035349999248	NA	0.000617760617760618
mttarjeta_master_debitos_automaticos__min	0.000146705608308323	NA	0.000501930501930502
mcambio_monedas_compra__max	0.000143195358375926	NA	0.000656370656370656
mttarjeta_master_debitos_automaticos	0.000139204455951725	NA	0.000463320463320463
tpaquete9__tend	0.000138379773436175	NA	0.000463320463320463
cliente_antiguedad__tend	0.000137805555587582	NA	0.000501930501930502
Visa_madelantodolares__tend	0.000136607321866212	NA	0.000424710424710425
ctransferencias_emitidas__min	0.000135873602243726	NA	0.000463320463320463
tcaja_ahorro__min	0.000134909006124701	NA	0.000540540540540541
Master_marca_atraso__max	0.000130951724358996	NA	0.000115830115830116
mcheques_emitidos__min	0.000130864075068002	NA	0.000463320463320463
mcheques_depositados_rechazados__tend	0.000130689339069346	NA	0.000424710424710425
tpagodeservicios__min	0.000130634070185901	NA	0.000424710424710425
ctarjeta_visa_descuentos	0.000130442060999094	NA	0.000617760617760618
mtarjeta_master_descuentos__tend	0.000127226032062186	NA	0.000617760617760618
tfondos_comunes_inversion__min	0.000126914437466363	NA	0.000424710424710425
mtitulos__min	0.000126213136765687	NA	0.000617760617760618
tpaquete9__max	0.000126139081175282	NA	0.000231660231660232
mpagodeservicios__min	0.000125192635819385	NA	0.000386100386100386
tpagodeservicios	0.000123697045858173	NA	0.000463320463320463
tseguro_vida_mercado_abierto__tend	0.000123388623645458	NA	0.000501930501930502
tseguro_vida_mercado_abierto__min	0.00012293508198481	NA	0.000540540540540541
marketing_activo_ultimos90dias__min	0.000118496625492244	NA	3.86100386100386e-05
tpaquete9	0.000113522326028462	NA	0.000231660231660232
ccambio_monedas_compra__max	0.000113336755601011	NA	0.000501930501930502
tcajas_otras	0.000112849208597747	NA	0.000347490347490347
ttitulos__max	0.000111217034224236	NA	0.000386100386100386
thomebanking__min	0.000111049260136999	NA	7.72200772200772e-05
ctarjeta_master_descuentos__max	0.00010976407221537	NA	0.000347490347490347
mfondos_comunes_inversion_pesos__min	0.000109634379563512	NA	0.000386100386100386
Master_tadelantosefectivo__tend	0.000109084113001055	NA	0.000347490347490347
ccheques_depositados_rechazados__max	0.000108946168668493	NA	0.000115830115830116
mcheques_depositados_rechazados__max	0.000106694600592188	NA	0.000424710424710425
mcambio_monedas_venta__min	0.000105514181092654	NA	0.00027027027027027
ttarjeta_master__min	0.000105271007083855	NA	0.000424710424710425
mprestamos_hipotecarios__max	0.000104497150097987	NA	0.000308880308880309
ccheques_emitidos__min	0.000104122508571741	NA	0.000424710424710425
tplazo_fijo__max	0.000103382433178964	NA	0.000424710424710425
Master_madelantopesos__max	0.000102352026731194	NA	0.000386100386100386
ccheques_depositados__min	0.000101175701664548	NA	0.000386100386100386
tcuentas__tend	0.000101145914779915	NA	0.000501930501930502
tseguro_vivienda__min	0.000100986302736021	NA	0.00027027027027027
ccomisiones_mantenimiento__max	9.99023600881068e-05	NA	0.000424710424710425
Visa_cuenta_estado__min	9.57269789323906e-05	NA	3.86100386100386e-05
thomebanking__max	9.17551066803075e-05	NA	0.000154440154440154
mtarjeta_visa_descuentos__min	9.13557981445506e-05	NA	0.000308880308880309
mcheques_depositados__min	8.97858807005815e-05	NA	0.00027027027027027
Master_mconsumosdolares__min	8.95624278281068e-05	NA	0.000308880308880309
ccheques_emitidos__max	8.95102593427785e-05	NA	0.000424710424710425
ttarjeta_master_debitos_automaticos__min	8.85366155816288e-05	NA	0.000347490347490347
mprestamos_hipotecarios	8.82193149144411e-05	NA	0.000347490347490347
cprestamos_prendarios__min	8.65040872852401e-05	NA	0.000231660231660232
Master_mconsumosdolares__tend	8.61826500028773e-05	NA	0.000347490347490347
ccheques_depositados	8.5847098618881e-05	NA	0.000386100386100386
ctransferencias_recibidas__tend	8.20834784852377e-05	NA	0.000308880308880309
Master_madelantopesos	8.02971782869496e-05	NA	0.000193050193050193
ttitulos__min	8.00946776316839e-05	NA	0.000424710424710425
tplazo_fijo__min	7.82415707773646e-05	NA	0.000424710424710425
cprestamos_prendarios	7.67827435965498e-05	NA	0.000308880308880309
tseguro_accidentes_personales__tend	7.48415504977605e-05	NA	0.000386100386100386
mprestamos_hipotecarios__tend	7.4758624247436e-05	NA	0.00027027027027027
tcajas_consultas	7.43752603870309e-05	NA	0.000347490347490347
mtransferencias_recibidas__max	7.36084567839539e-05	NA	0.000193050193050193
ccambio_monedas_venta	7.03549832725041e-05	NA	0.000231660231660232
mfondos_comunes_inversion_dolares	6.95302778317981e-05	NA	0.000308880308880309
ccheques_depositados_rechazados	6.8948419487164e-05	NA	0.000115830115830116
mtransferencias_recibidas__tend	6.71853406380405e-05	NA	0.000231660231660232
tcallcenter__max	6.63766915181967e-05	NA	0.000193050193050193
Master_madelantopesos__min	6.59524326179987e-05	NA	0.000193050193050193
tfondos_comunes_inversion__max	6.41886573026314e-05	NA	0.000231660231660232
tseguro_vivienda__max	6.19665640995846e-05	NA	0.000231660231660232
tcuenta_corriente__max	6.12851931541536e-05	NA	0.000193050193050193
mcajeros_propios_descuentos	6.12063938904387e-05	NA	0.00027027027027027
Master_tadelantosefectivo	5.78478713529826e-05	NA	0.000193050193050193
Master_madelantopesos__tend	5.69351975031091e-05	NA	0.00027027027027027
Master_tadelantosefectivo__min	5.26901889801493e-05	NA	0.000154440154440154
ccambio_monedas_compra	5.18698530742049e-05	NA	0.000193050193050193
Visa_tadelantosefectivo__min	5.13549311419858e-05	NA	0.000154440154440154
mcuenta_corriente_Nopaquete__min	4.92373266741293e-05	NA	0.000193050193050193
tseguro_accidentes_personales__max	4.91479749610399e-05	NA	0.000154440154440154
cprestamos_prendarios__max	4.71640264460362e-05	NA	0.000115830115830116
ttarjeta_master_debitos_automaticos	4.70777480793799e-05	NA	0.000231660231660232
ccallcenter_transacciones__min	4.62575350522724e-05	NA	0.000193050193050193
tcuentas__min	4.62233834471602e-05	NA	3.86100386100386e-05
ccheques_depositados_rechazados__tend	4.61838247147191e-05	NA	0.00027027027027027
tseguro_accidentes_personales__min	4.54057430810755e-05	NA	0.000115830115830116
tcajas_extracciones__min	4.49995308637965e-05	NA	0.000231660231660232
mcuenta_corriente_Nopaquete	4.18278355108514e-05	NA	0.000154440154440154
tseguro_vivienda	4.08651669389555e-05	NA	0.000154440154440154
tcajas_depositos__min	4.05252281385757e-05	NA	0.000193050193050193
ccambio_monedas_venta__min	3.99970857273098e-05	NA	0.000154440154440154
internet__max	3.988834666817e-05	NA	7.72200772200772e-05
tseguro_auto__tend	3.80753414139894e-05	NA	0.000115830115830116
mcuenta_corriente_Nopaquete__tend	3.61907881229831e-05	NA	0.000193050193050193
Master_tadelantosefectivo__max	3.58699349735989e-05	NA	0.000154440154440154
tpaquete9__min	3.44370086341991e-05	NA	7.72200772200772e-05
mtarjeta_master_descuentos	3.34470128176727e-05	NA	0.000193050193050193
tcajas__min	3.32757284305263e-05	NA	0.000154440154440154
mcambio_monedas_compra__min	3.29267415295184e-05	NA	7.72200772200772e-05
ccajeros_propios_descuentos	3.25921640061552e-05	NA	0.000154440154440154
marketing_activo_ultimos90dias__max	3.21370909450768e-05	NA	0.000154440154440154
ctarjeta_master_descuentos	2.99885879517652e-05	NA	0.000193050193050193
mplazo_fijo_pesos	2.86739545010779e-05	NA	7.72200772200772e-05
cprestamos_hipotecarios__tend	2.72672320736572e-05	NA	7.72200772200772e-05
ctarjeta_master_descuentos__min	2.68179595355872e-05	NA	7.72200772200772e-05
Master_madelantodolares__tend	2.47363136336504e-05	NA	0.000115830115830116
cliente_vip__min	2.27852842673646e-05	NA	0.000154440154440154
mfondos_comunes_inversion_dolares__min	2.22809730144167e-05	NA	7.72200772200772e-05
tcuenta_corriente	2.19444702364402e-05	NA	0.000115830115830116
mtransferencias_recibidas	2.12775398468663e-05	NA	3.86100386100386e-05
ttarjeta_master__max	2.0578747158273e-05	NA	7.72200772200772e-05
Visa_madelantopesos__min	1.96447029363423e-05	NA	0.000115830115830116
ctransferencias_recibidas__max	1.86466264607772e-05	NA	7.72200772200772e-05
tseguro_auto__min	1.81148027279372e-05	NA	7.72200772200772e-05
ctransferencias_recibidas__min	1.65183214470374e-05	NA	3.86100386100386e-05
tseguro_auto	1.63687673568996e-05	NA	7.72200772200772e-05
tcambio_monedas__min	1.63648709973609e-05	NA	7.72200772200772e-05
mplazo_fijo_pesos__min	1.28821110782032e-05	NA	3.86100386100386e-05
mcheques_depositados_rechazados	1.19428050744337e-05	NA	7.72200772200772e-05
tcajas_consultas__min	1.0873418983667e-05	NA	7.72200772200772e-05
tcajas_otras__min	1.07706551372253e-05	NA	7.72200772200772e-05
ccajeros_propios_descuentos__min	1.03525392618685e-05	NA	3.86100386100386e-05
tpaquete7__min	1.02771255852134e-05	NA	3.86100386100386e-05
mcuenta_corriente_Nopaquete__max	8.57330688922055e-06	NA	3.86100386100386e-05
cplan_sueldo_transaccion__tend	7.73307424025609e-06	NA	3.86100386100386e-05
cliente_vip__max	7.59440547276003e-06	NA	3.86100386100386e-05
mplan_sueldo_manual	6.96950606446612e-06	NA	3.86100386100386e-05
tcuentas	6.8014385352302e-06	NA	3.86100386100386e-05
tcambio_monedas	4.69310729303511e-06	NA	3.86100386100386e-05
