experimento	metrica	metrica2	tiempo	parametros	fecha	clase	programa	algoritmo	busqueda	estimacion	dataset_train	dataset_test	observaciones
999	5277300	0.9214113	20.29364	"num_iterations=276, init_score=0.005, bagging_fraction=1, feature_fraction=0.426983024094405, learning_rate=0.0129229140294489, min_data_in_leaf=82, num_leaves=37, lambda_l1=0.338817561027412, min_gain_to_split=0.222767937586846, max_bin=31"	20181203 202707	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0206304672480531
999	5277300	0.9219381	15.17457	"num_iterations=83, init_score=0.005, bagging_fraction=1, feature_fraction=0.857136386640271, learning_rate=0.0196765770993403, min_data_in_leaf=89, num_leaves=11, lambda_l1=0.293251822537549, min_gain_to_split=0.13263381424936, max_bin=31"	20181203 204537	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0216350227936442
999	5272500	0.9212718	22.74779	"num_iterations=95, init_score=0.005, bagging_fraction=1, feature_fraction=0.178546890656859, learning_rate=0.0140273237788675, min_data_in_leaf=38, num_leaves=483, lambda_l1=0.81911105401348, min_gain_to_split=0.315882556809794, max_bin=31"	20181203 213318	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0162180364320036
999	5272200	0.9199461	21.00997	"num_iterations=275, init_score=0.005, bagging_fraction=1, feature_fraction=0.0783072417244457, learning_rate=0.01833213523099, min_data_in_leaf=47, num_leaves=460, lambda_l1=0.455405115468229, min_gain_to_split=0.975736624654877, max_bin=31"	20181203 205644	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0217703376743909
999	5271300	0.9206705	20.44158	"num_iterations=70, init_score=0.005, bagging_fraction=1, feature_fraction=0.2926112327057, learning_rate=0.0124380824392732, min_data_in_leaf=84, num_leaves=510, lambda_l1=0.431472312464485, min_gain_to_split=0.653117589128786, max_bin=31"	20181203 201714	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150652565661218
999	5271300	0.9223991	29.75071	"num_iterations=356, init_score=0.005, bagging_fraction=1, feature_fraction=0.572351424057735, learning_rate=0.00344342644245019, min_data_in_leaf=1, num_leaves=12, lambda_l1=0.274295910619715, min_gain_to_split=0.990105699099977, max_bin=31"	20181203 210835	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0170217411352188
999	5271000	0.9226795	33.74893	"num_iterations=407, init_score=0.005, bagging_fraction=1, feature_fraction=0.795598681874687, learning_rate=0.00428396562658102, min_data_in_leaf=14, num_leaves=13, lambda_l1=0.812877153867535, min_gain_to_split=0.75900789555635, max_bin=31"	20181203 213620	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0265285559690572
999	5268300	0.9213297	19.06774	"num_iterations=83, init_score=0.005, bagging_fraction=1, feature_fraction=0.313501641495928, learning_rate=0.0131841417542495, min_data_in_leaf=96, num_leaves=347, lambda_l1=0.484823471252587, min_gain_to_split=0.771270343780599, max_bin=31"	20181203 201755	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0157386218905889
999	5268300	0.922439	18.56098	"num_iterations=144, init_score=0.005, bagging_fraction=1, feature_fraction=0.7212812365742, learning_rate=0.0121229730396434, min_data_in_leaf=38, num_leaves=10, lambda_l1=0.049187084681079, min_gain_to_split=0.463990112445555, max_bin=31"	20181203 213409	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0260488138807475
999	5267100	0.9223728	51.0182	"num_iterations=678, init_score=0.005, bagging_fraction=1, feature_fraction=0.808562319931557, learning_rate=0.00344244540486086, min_data_in_leaf=81, num_leaves=36, lambda_l1=0.140854700085973, min_gain_to_split=0.667479278395019, max_bin=31"	20181203 195925	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0300455699609509
999	5267100	0.9198169	25.10134	"num_iterations=289, init_score=0.005, bagging_fraction=1, feature_fraction=0.0823957611464875, learning_rate=0.00968385454434574, min_data_in_leaf=100, num_leaves=133, lambda_l1=0.253673752721659, min_gain_to_split=0.58790501897969, max_bin=31"	20181203 211934	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0296433171563155
999	5265600	0.9205228	15.5696	"num_iterations=70, init_score=0.005, bagging_fraction=1, feature_fraction=0.0994266968099718, learning_rate=0.0395456347076148, min_data_in_leaf=89, num_leaves=504, lambda_l1=0.953686143258262, min_gain_to_split=0.213477148498393, max_bin=31"	20181203 211012	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0214448621949525
999	5265000	0.9210708	39.10568	"num_iterations=401, init_score=0.005, bagging_fraction=1, feature_fraction=0.249735313098694, learning_rate=0.00315646231693824, min_data_in_leaf=77, num_leaves=473, lambda_l1=0.477149687315136, min_gain_to_split=0.345119983702878, max_bin=31"	20181203 203826	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0204235479157406
999	5262900	0.9176579	19.87007	"num_iterations=192, init_score=0.005, bagging_fraction=1, feature_fraction=0.0787597338459775, learning_rate=0.00945238955396769, min_data_in_leaf=46, num_leaves=395, lambda_l1=0.606501798217328, min_gain_to_split=0.385683500355312, max_bin=31"	20181203 210158	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0254796908394362
999	5262600	0.9211141	18.50007	"num_iterations=208, init_score=0.005, bagging_fraction=1, feature_fraction=0.317880404029427, learning_rate=0.013138145031431, min_data_in_leaf=92, num_leaves=25, lambda_l1=0.69114891077772, min_gain_to_split=0.82414737179609, max_bin=31"	20181203 214119	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0251935575056473
999	5262300	0.916205	31.74918	"num_iterations=60, init_score=0.005, bagging_fraction=1, feature_fraction=0.574222194588637, learning_rate=0.0182224305679786, min_data_in_leaf=32, num_leaves=468, lambda_l1=0.906568267610663, min_gain_to_split=0.0365161615498141, max_bin=31"	20181203 211220	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0159562225840399
999	5257200	0.9215467	21.23333	"num_iterations=132, init_score=0.005, bagging_fraction=1, feature_fraction=0.924598936426925, learning_rate=0.0151116795602014, min_data_in_leaf=35, num_leaves=36, lambda_l1=0.623660561401557, min_gain_to_split=0.777659574490244, max_bin=31"	20181203 210359	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0220832781958088
999	5256600	0.918805	33.35766	"num_iterations=829, init_score=0.005, bagging_fraction=1, feature_fraction=0.0519555764854895, learning_rate=0.037561015030465, min_data_in_leaf=92, num_leaves=38, lambda_l1=0.649219919802054, min_gain_to_split=0.881029403239687, max_bin=31"	20181203 204818	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0357399273533382
999	5254500	0.9226459	17.75705	"num_iterations=87, init_score=0.005, bagging_fraction=1, feature_fraction=0.818655501109384, learning_rate=0.0159618869823892, min_data_in_leaf=43, num_leaves=35, lambda_l1=0.0188604189848422, min_gain_to_split=0.743492144657032, max_bin=31"	20181203 204436	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.015009238703324
999	5251800	0.9168784	11.00622	"num_iterations=202, init_score=0.005, bagging_fraction=1, feature_fraction=0.0645940387958668, learning_rate=0.00514377180388013, min_data_in_leaf=49, num_leaves=364, lambda_l1=0.841549598642357, min_gain_to_split=0.884248400935459, max_bin=31"	20181203 203115	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0161841643622042
999	5249700	0.9171972	19.53668	"num_iterations=188, init_score=0.005, bagging_fraction=1, feature_fraction=0.069860613132106, learning_rate=0.00646788148324781, min_data_in_leaf=33, num_leaves=432, lambda_l1=0.979593545577336, min_gain_to_split=0.171139813450457, max_bin=31"	20181203 210952	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151330982889267
999	5249400	0.9192749	22.66937	"num_iterations=142, init_score=0.005, bagging_fraction=1, feature_fraction=0.384977015784576, learning_rate=0.0100265221963276, min_data_in_leaf=35, num_leaves=384, lambda_l1=0.452114423490412, min_gain_to_split=0.807805511115281, max_bin=31"	20181203 203853	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151809115143019
999	5249400	0.9223377	18.39746	"num_iterations=85, init_score=0.005, bagging_fraction=1, feature_fraction=0.269823777095824, learning_rate=0.0121251309789937, min_data_in_leaf=95, num_leaves=331, lambda_l1=0.965301642277082, min_gain_to_split=0.630264086207679, max_bin=31"	20181203 204957	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0156312877759548
999	5246700	0.9206768	18.99569	"num_iterations=190, init_score=0.005, bagging_fraction=1, feature_fraction=0.104873503698224, learning_rate=0.0183562955790488, min_data_in_leaf=66, num_leaves=351, lambda_l1=0.51534700548525, min_gain_to_split=0.887031681471524, max_bin=31"	20181203 210244	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0249176377026272
999	5246700	0.9215961	22.94253	"num_iterations=190, init_score=0.005, bagging_fraction=1, feature_fraction=0.57546345854525, learning_rate=0.00405875799286416, min_data_in_leaf=45, num_leaves=33, lambda_l1=0.0457894775659393, min_gain_to_split=0.540339719314424, max_bin=31"	20181203 213346	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0157999074912768
999	5246400	0.9201755	23.37791	"num_iterations=155, init_score=0.005, bagging_fraction=1, feature_fraction=0.646633366536613, learning_rate=0.0186868941180937, min_data_in_leaf=38, num_leaves=61, lambda_l1=0.753614073288416, min_gain_to_split=0.149351950353759, max_bin=31"	20181203 212807	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0260219203719394
999	5244900	0.9204544	11.43612	"num_iterations=59, init_score=0.005, bagging_fraction=1, feature_fraction=0.190344762099466, learning_rate=0.0486189581898798, min_data_in_leaf=75, num_leaves=112, lambda_l1=0.919043228341878, min_gain_to_split=0.890529886086053, max_bin=31"	20181203 211848	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0206588460057594
999	5244900	0.9226248	12.62435	"num_iterations=102, init_score=0.005, bagging_fraction=1, feature_fraction=0.240278331556246, learning_rate=0.0403550033625288, min_data_in_leaf=56, num_leaves=10, lambda_l1=0.889496900514248, min_gain_to_split=0.860619419566885, max_bin=31"	20181203 212027	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0227449316537166
999	5244300	0.9218266	35.02993	"num_iterations=436, init_score=0.005, bagging_fraction=1, feature_fraction=0.271875957909767, learning_rate=0.00104448962926883, min_data_in_leaf=100, num_leaves=403, lambda_l1=0.744536458066831, min_gain_to_split=0.488975456272165, max_bin=31"	20181203 202413	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150319440160151
999	5240700	0.919866	31.8218	"num_iterations=182, init_score=0.005, bagging_fraction=1, feature_fraction=0.654943858804404, learning_rate=0.00374978738893536, min_data_in_leaf=66, num_leaves=360, lambda_l1=0.872994930561474, min_gain_to_split=0.773269770184891, max_bin=31"	20181203 210539	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150393552217568
999	5236800	0.9168	20.10533	"num_iterations=226, init_score=0.005, bagging_fraction=1, feature_fraction=0.0752921279582935, learning_rate=0.00683087881239777, min_data_in_leaf=59, num_leaves=397, lambda_l1=0.738876760713911, min_gain_to_split=0.544549920352834, max_bin=31"	20181203 210115	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.017716839086058
999	5236200	0.9204189	18.13051	"num_iterations=160, init_score=0.005, bagging_fraction=1, feature_fraction=0.0989234878307908, learning_rate=0.0106879420214377, min_data_in_leaf=41, num_leaves=44, lambda_l1=0.603113583989476, min_gain_to_split=0.637510210990092, max_bin=31"	20181203 200958	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0164124648384384
999	5233500	0.9214165	11.43591	"num_iterations=72, init_score=0.005, bagging_fraction=1, feature_fraction=0.362442841929066, learning_rate=0.0499883093520761, min_data_in_leaf=42, num_leaves=10, lambda_l1=0.918757500101539, min_gain_to_split=0.981257643270159, max_bin=31"	20181203 205619	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.021906278890914
999	5232900	0.9204588	16.64871	"num_iterations=150, init_score=0.005, bagging_fraction=1, feature_fraction=0.938898963566547, learning_rate=0.017145827212583, min_data_in_leaf=55, num_leaves=12, lambda_l1=0.066016255784297, min_gain_to_split=0.572102667881562, max_bin=31"	20181203 211435	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0281743964729259
999	5231400	0.920069	12.90911	"num_iterations=111, init_score=0.005, bagging_fraction=1, feature_fraction=0.113623809687598, learning_rate=0.0474798495631677, min_data_in_leaf=36, num_leaves=270, lambda_l1=0.915791975354299, min_gain_to_split=0.986305035144791, max_bin=31"	20181203 205717	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.021258094847919
999	5231100	0.9204591	26.61244	"num_iterations=59, init_score=0.005, bagging_fraction=1, feature_fraction=0.286049273382751, learning_rate=0.018207568002721, min_data_in_leaf=71, num_leaves=511, lambda_l1=0.825267212161987, min_gain_to_split=0.0468601091589554, max_bin=31"	20181203 212503	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151149414978194
999	5229900	0.9233099	45.14216	"num_iterations=769, init_score=0.005, bagging_fraction=1, feature_fraction=0.220013523194268, learning_rate=0.00246495799214411, min_data_in_leaf=86, num_leaves=44, lambda_l1=0.334492525588467, min_gain_to_split=0.358665832440672, max_bin=31"	20181203 201547	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0313855906972023
999	5229600	0.9204628	18.79334	"num_iterations=88, init_score=0.005, bagging_fraction=1, feature_fraction=0.336281643672763, learning_rate=0.0221367337558019, min_data_in_leaf=90, num_leaves=289, lambda_l1=0.910728285563112, min_gain_to_split=0.40927776929623, max_bin=31"	20181203 200656	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0220081410141678
999	5228100	0.9214791	17.47697	"num_iterations=75, init_score=0.005, bagging_fraction=1, feature_fraction=0.613628367112347, learning_rate=0.0142475566354265, min_data_in_leaf=16, num_leaves=53, lambda_l1=0.958947722164667, min_gain_to_split=0.867339467757292, max_bin=31"	20181203 205604	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0154205867133716
999	5227800	0.9214529	21.43286	"num_iterations=370, init_score=0.005, bagging_fraction=1, feature_fraction=0.363183407953835, learning_rate=0.00407054460892016, min_data_in_leaf=58, num_leaves=31, lambda_l1=0.59616209863541, min_gain_to_split=0.671102627201222, max_bin=31"	20181203 202333	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0275887606610291
999	5226600	0.9201095	21.40941	"num_iterations=129, init_score=0.005, bagging_fraction=1, feature_fraction=0.115267009019545, learning_rate=0.0104058391806112, min_data_in_leaf=29, num_leaves=469, lambda_l1=0.385263360886075, min_gain_to_split=0.2900384570622, max_bin=31"	20181203 212149	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.015020694232499
999	5224200	0.9171568	11.01886	"num_iterations=49, init_score=0.005, bagging_fraction=1, feature_fraction=0.0757805719252583, learning_rate=0.0249937285576671, min_data_in_leaf=20, num_leaves=193, lambda_l1=0.339312786407434, min_gain_to_split=0.832160295467007, max_bin=31"	20181203 204158	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0153991355131117
999	5216400	0.9205437	17.7048	"num_iterations=145, init_score=0.005, bagging_fraction=1, feature_fraction=0.705974609224401, learning_rate=0.0071806276593193, min_data_in_leaf=46, num_leaves=10, lambda_l1=0.169082695618359, min_gain_to_split=0.0399699729906332, max_bin=31"	20181203 212123	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0157826806308239
999	5216100	0.9208061	12.80588	"num_iterations=57, init_score=0.005, bagging_fraction=1, feature_fraction=0.142095577182483, learning_rate=0.0199934586471964, min_data_in_leaf=96, num_leaves=64, lambda_l1=0.469419172178469, min_gain_to_split=0.924184784262774, max_bin=31"	20181203 205701	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0173924937567938
999	5214600	0.9217182	15.46031	"num_iterations=59, init_score=0.005, bagging_fraction=1, feature_fraction=0.276180368026547, learning_rate=0.020777431007883, min_data_in_leaf=38, num_leaves=54, lambda_l1=0.743867764808074, min_gain_to_split=0.0484468421330417, max_bin=31"	20181203 201909	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150432687496964
999	5214000	0.920722	19.99412	"num_iterations=113, init_score=0.005, bagging_fraction=1, feature_fraction=0.389013876109051, learning_rate=0.0114972283272401, min_data_in_leaf=13, num_leaves=202, lambda_l1=0.822298030346868, min_gain_to_split=0.998782820156766, max_bin=31"	20181203 213226	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0169942831750679
999	5205300	0.9221423	15.71699	"num_iterations=103, init_score=0.005, bagging_fraction=1, feature_fraction=0.371152145283118, learning_rate=0.0115490684149084, min_data_in_leaf=29, num_leaves=24, lambda_l1=0.962293072310062, min_gain_to_split=0.844828004807863, max_bin=31"	20181203 212241	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0150776869743569
999	5204400	0.9172832	18.63982	"num_iterations=252, init_score=0.005, bagging_fraction=1, feature_fraction=0.30954131808499, learning_rate=0.0183823195391173, min_data_in_leaf=35, num_leaves=319, lambda_l1=0.435055964825349, min_gain_to_split=0.771828034425674, max_bin=31"	20181203 210859	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0289374639074927
999	5199600	0.9187196	14.47	"num_iterations=217, init_score=0.005, bagging_fraction=1, feature_fraction=0.251336355896232, learning_rate=0.0289703390790113, min_data_in_leaf=97, num_leaves=178, lambda_l1=0.689187910291439, min_gain_to_split=0.593078199277879, max_bin=31"	20181203 211414	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0286608019185449
999	5199300	0.9221313	11.27484	"num_iterations=79, init_score=0.005, bagging_fraction=1, feature_fraction=0.156243808582053, learning_rate=0.0200376762244281, min_data_in_leaf=8, num_leaves=35, lambda_l1=0.685336080529188, min_gain_to_split=0.993418743464582, max_bin=31"	20181203 203635	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0176264817927116
999	5199300	0.9178447	33.62979	"num_iterations=775, init_score=0.005, bagging_fraction=1, feature_fraction=0.05149233626765, learning_rate=0.0445213464285498, min_data_in_leaf=100, num_leaves=200, lambda_l1=0.205484049555438, min_gain_to_split=0.964260541057548, max_bin=31"	20181203 210437	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.022861102473129
999	5197800	0.9203717	16.36027	"num_iterations=101, init_score=0.005, bagging_fraction=1, feature_fraction=0.922075740953788, learning_rate=0.0110184643181445, min_data_in_leaf=85, num_leaves=11, lambda_l1=0.992492627832921, min_gain_to_split=0.523632373172569, max_bin=31"	20181203 202754	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0162960222357588
999	5196000	0.9195251	12.95139	"num_iterations=67, init_score=0.005, bagging_fraction=1, feature_fraction=0.0902460128882088, learning_rate=0.0135090504726845, min_data_in_leaf=84, num_leaves=410, lambda_l1=0.575799392921482, min_gain_to_split=0.817284780998089, max_bin=31"	20181203 201350	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0151377806749071
999	5195100	0.9180933	29.99048	"num_iterations=356, init_score=0.005, bagging_fraction=1, feature_fraction=0.725835452871717, learning_rate=0.0129997012493926, min_data_in_leaf=36, num_leaves=320, lambda_l1=0.547136810087965, min_gain_to_split=0.907550581987612, max_bin=31"	20181203 205926	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0262890061965716
999	5195100	0.9171478	31.27618	"num_iterations=536, init_score=0.005, bagging_fraction=1, feature_fraction=0.0552196295056563, learning_rate=0.0181092322070675, min_data_in_leaf=58, num_leaves=10, lambda_l1=0.135664542872564, min_gain_to_split=0.275732686671512, max_bin=31"	20181203 213058	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0343829879986811
999	5192700	0.9207952	18.79996	"num_iterations=117, init_score=0.005, bagging_fraction=1, feature_fraction=0.161740240168523, learning_rate=0.0115562656050253, min_data_in_leaf=20, num_leaves=102, lambda_l1=0.210883045265584, min_gain_to_split=0.988770675131579, max_bin=31"	20181203 204459	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0177561770190591
999	5191800	0.9202285	12.20437	"num_iterations=54, init_score=0.005, bagging_fraction=1, feature_fraction=0.296081915801435, learning_rate=0.0422828389101633, min_data_in_leaf=89, num_leaves=303, lambda_l1=0.610969889032812, min_gain_to_split=0.995338734608917, max_bin=31"	20181203 212824	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0198981881765881
999	5189700	0.922353	41.58348	"num_iterations=584, init_score=0.005, bagging_fraction=1, feature_fraction=0.174932347329396, learning_rate=0.00125567285182404, min_data_in_leaf=64, num_leaves=318, lambda_l1=0.863868666643548, min_gain_to_split=0.575923113355496, max_bin=31"	20181203 201650	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0234786907423733
999	5189700	0.9217274	11.56881	"num_iterations=53, init_score=0.005, bagging_fraction=1, feature_fraction=0.499572692285398, learning_rate=0.0558951262528404, min_data_in_leaf=87, num_leaves=10, lambda_l1=0.623542888639572, min_gain_to_split=0.878044561411787, max_bin=31"	20181203 211741	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0187543379523517
999	5188500	0.9200997	12.19025	"num_iterations=141, init_score=0.005, bagging_fraction=1, feature_fraction=0.128888724942627, learning_rate=0.0315022376834727, min_data_in_leaf=37, num_leaves=43, lambda_l1=0.367668485393588, min_gain_to_split=0.704194813476901, max_bin=31"	20181203 204037	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0215512687461451
999	5186700	0.92169	23.99921	"num_iterations=406, init_score=0.005, bagging_fraction=1, feature_fraction=0.927096708882369, learning_rate=0.00695402295095767, min_data_in_leaf=48, num_leaves=11, lambda_l1=0.260757097950205, min_gain_to_split=0.910369288735965, max_bin=31"	20181203 201936	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0345481197485969
999	5185800	0.9198601	19.94822	"num_iterations=114, init_score=0.005, bagging_fraction=1, feature_fraction=0.603906687946919, learning_rate=0.0156317514420694, min_data_in_leaf=32, num_leaves=103, lambda_l1=0.831330323518434, min_gain_to_split=0.67209194045235, max_bin=31"	20181203 213433	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0176944893630647
999	5185200	0.9223472	24.29428	"num_iterations=400, init_score=0.005, bagging_fraction=1, feature_fraction=0.994806956077812, learning_rate=0.00634693902711924, min_data_in_leaf=84, num_leaves=12, lambda_l1=0.80999256124944, min_gain_to_split=0.941689827898844, max_bin=31"	20181203 204605	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0318690677446679
999	5185200	0.9176724	10.66361	"num_iterations=52, init_score=0.005, bagging_fraction=1, feature_fraction=0.0814878131417023, learning_rate=0.0468657133683859, min_data_in_leaf=52, num_leaves=14, lambda_l1=0.928041456793081, min_gain_to_split=0.14112557027498, max_bin=31"	20181203 213001	binaria2	lightgbm2-tune.r	lightgbm2	MBO	depende	nuevo_febrero.rds	nuevo_febrero.rds	prob_corte_binaria2=0.0221704992833428
